,y
203267,very_close
72116,close
265364,very_close
264544,very_close
1417,close
214419,very_close
285935,very_close
119713,safe
160915,safe
197575,safe
241604,very_close
213403,very_close
96832,close
160856,safe
107299,safe
252965,very_close
122268,safe
186939,safe
270728,very_close
176734,safe
127684,safe
156753,safe
222345,very_close
11751,close
137782,safe
208508,very_close
90206,close
189657,safe
153922,safe
140749,safe
195231,safe
160036,safe
111220,safe
100643,safe
264702,very_close
172510,safe
21947,close
217411,very_close
44932,close
162165,safe
251284,very_close
136860,safe
26791,close
64631,close
132477,safe
117071,safe
155303,safe
208709,very_close
286574,very_close
199184,safe
145230,safe
25250,close
189988,safe
11203,close
188305,safe
236208,very_close
137405,safe
20107,close
40407,close
47956,close
153826,safe
257366,very_close
16000,close
275762,very_close
201746,very_close
121647,safe
22828,close
137424,safe
207418,very_close
52574,close
266695,very_close
49233,close
98149,close
280886,very_close
85635,close
190813,safe
18926,close
60297,close
142081,safe
222118,very_close
144518,safe
2455,close
4534,close
40676,close
213257,very_close
197723,safe
292277,very_close
240399,very_close
231981,very_close
220671,very_close
36605,close
51561,close
91417,close
101426,safe
252506,very_close
214935,very_close
227769,very_close
55226,close
63694,close
39485,close
28979,close
273807,very_close
186976,safe
13474,close
50153,close
297120,very_close
58015,close
18622,close
6705,close
206400,very_close
46928,close
150317,safe
169341,safe
191007,safe
127487,safe
263263,very_close
103867,safe
6851,close
141093,safe
174223,safe
74733,close
102580,safe
124643,safe
64319,close
222711,very_close
127082,safe
30231,close
140548,safe
119887,safe
97292,close
33579,close
65720,close
135156,safe
193468,safe
279690,very_close
152916,safe
252348,very_close
246768,very_close
292599,very_close
241242,very_close
262640,very_close
49906,close
264482,very_close
291142,very_close
159915,safe
117490,safe
246526,very_close
78304,close
215743,very_close
283807,very_close
112968,safe
201920,very_close
291074,very_close
144861,safe
9883,close
75151,close
207159,very_close
209505,very_close
271214,very_close
25132,close
236195,very_close
298096,very_close
250574,very_close
172257,safe
196204,safe
143440,safe
197020,safe
268158,very_close
28681,close
202766,very_close
213675,very_close
134534,safe
269525,very_close
77563,close
76809,close
31078,close
224298,very_close
241766,very_close
13643,close
125147,safe
66743,close
134262,safe
128824,safe
269940,very_close
257545,very_close
171477,safe
77390,close
103334,safe
246313,very_close
113229,safe
298691,very_close
44923,close
159643,safe
136444,safe
151584,safe
7992,close
208436,very_close
13628,close
293586,very_close
45412,close
39747,close
85183,close
76900,close
41419,close
245996,very_close
22962,close
79802,close
197302,safe
156258,safe
130075,safe
114203,safe
141302,safe
100738,safe
35254,close
186267,safe
143248,safe
139662,safe
687,close
13139,close
12529,close
88618,close
289003,very_close
40798,close
273313,very_close
92502,close
203665,very_close
199614,safe
119814,safe
43685,close
289143,very_close
156095,safe
20037,close
72862,close
49552,close
131348,safe
9091,close
215868,very_close
102080,safe
36073,close
43943,close
224983,very_close
71607,close
218393,very_close
84617,close
73552,close
156875,safe
282968,very_close
1500,close
124319,safe
238829,very_close
272468,very_close
221924,very_close
295161,very_close
53169,close
36431,close
274752,very_close
114030,safe
36773,close
3458,close
218747,very_close
111745,safe
20066,close
205614,very_close
280057,very_close
206404,very_close
210482,very_close
85648,close
252969,very_close
84753,close
34099,close
216128,very_close
114254,safe
190050,safe
146882,safe
122940,safe
162978,safe
125451,safe
108090,safe
75074,close
134261,safe
130256,safe
26322,close
216121,very_close
184238,safe
38925,close
129008,safe
104217,safe
200838,very_close
28956,close
254865,very_close
236517,very_close
65874,close
138420,safe
61123,close
111812,safe
85662,close
106682,safe
175681,safe
106792,safe
38994,close
201893,very_close
234956,very_close
208075,very_close
126373,safe
89510,close
250287,very_close
62749,close
116772,safe
178353,safe
212161,very_close
1707,close
245967,very_close
96884,close
26640,close
190840,safe
204110,very_close
288681,very_close
120939,safe
75563,close
37257,close
74574,close
270851,very_close
271568,very_close
12312,close
202733,very_close
225653,very_close
63351,close
233302,very_close
61732,close
226367,very_close
163008,safe
154400,safe
114519,safe
85134,close
105432,safe
297847,very_close
13988,close
288057,very_close
30774,close
31430,close
24506,close
281753,very_close
210695,very_close
299264,very_close
222331,very_close
52998,close
14882,close
18939,close
259536,very_close
67255,close
283433,very_close
251051,very_close
290815,very_close
290126,very_close
68572,close
273533,very_close
81346,close
26978,close
93273,close
77841,close
171999,safe
7989,close
96550,close
277308,very_close
78444,close
217173,very_close
164677,safe
195172,safe
19419,close
142683,safe
77609,close
106192,safe
56223,close
116247,safe
22946,close
11607,close
271576,very_close
271007,very_close
15355,close
58099,close
143746,safe
68747,close
55288,close
78259,close
130717,safe
162671,safe
297877,very_close
79648,close
103947,safe
153152,safe
272490,very_close
161527,safe
201355,very_close
287570,very_close
277882,very_close
210921,very_close
120136,safe
101721,safe
4560,close
43260,close
278218,very_close
298069,very_close
142733,safe
192322,safe
28417,close
272754,very_close
72823,close
285767,very_close
184136,safe
44375,close
5130,close
97414,close
211290,very_close
263661,very_close
64601,close
149621,safe
170142,safe
87909,close
65934,close
47226,close
181187,safe
293190,very_close
144649,safe
116140,safe
235115,very_close
159274,safe
88936,close
112500,safe
79187,close
174818,safe
107957,safe
106090,safe
114503,safe
174310,safe
173624,safe
97947,close
250960,very_close
189393,safe
8764,close
95835,close
7096,close
225933,very_close
23329,close
48363,close
179631,safe
228427,very_close
252571,very_close
103143,safe
75026,close
199298,safe
122826,safe
111693,safe
207738,very_close
92102,close
108416,safe
253339,very_close
60585,close
242480,very_close
278556,very_close
15780,close
68714,close
269526,very_close
290378,very_close
71352,close
155683,safe
71864,close
164140,safe
107928,safe
67408,close
194995,safe
95953,close
225397,very_close
257657,very_close
18484,close
100690,safe
2898,close
182264,safe
84276,close
15713,close
19498,close
139773,safe
88941,close
246696,very_close
57611,close
126188,safe
208310,very_close
176644,safe
246941,very_close
272255,very_close
124571,safe
12278,close
109840,safe
4246,close
164552,safe
268423,very_close
263283,very_close
261222,very_close
80961,close
50571,close
210181,very_close
157129,safe
40287,close
271698,very_close
54736,close
223177,very_close
37063,close
131200,safe
141497,safe
199687,safe
221123,very_close
237398,very_close
137380,safe
68526,close
221711,very_close
69331,close
181954,safe
99077,close
185945,safe
197513,safe
153083,safe
132213,safe
36042,close
61242,close
116173,safe
64383,close
295345,very_close
44730,close
14157,close
143242,safe
155086,safe
171712,safe
15761,close
16252,close
298491,very_close
7001,close
7916,close
232144,very_close
186985,safe
115340,safe
141477,safe
198675,safe
224362,very_close
192826,safe
188354,safe
1388,close
40678,close
191270,safe
298985,very_close
196666,safe
15705,close
185734,safe
149484,safe
54054,close
44524,close
225403,very_close
198038,safe
289827,very_close
91385,close
102996,safe
279,close
137543,safe
246463,very_close
272235,very_close
40932,close
253991,very_close
215213,very_close
223728,very_close
40531,close
756,close
179937,safe
264215,very_close
235234,very_close
62677,close
25846,close
1215,close
73148,close
137895,safe
3195,close
152777,safe
263985,very_close
208934,very_close
122711,safe
76967,close
163057,safe
57409,close
255674,very_close
121769,safe
282515,very_close
284307,very_close
148434,safe
1097,close
184079,safe
221598,very_close
241550,very_close
72637,close
266873,very_close
1616,close
113816,safe
214066,very_close
265717,very_close
8778,close
213110,very_close
272455,very_close
6632,close
129918,safe
161944,safe
218288,very_close
205804,very_close
129868,safe
67822,close
166160,safe
268796,very_close
57973,close
39948,close
259923,very_close
80689,close
198516,safe
61942,close
230208,very_close
123665,safe
35477,close
68145,close
51893,close
61767,close
81796,close
33873,close
257776,very_close
181178,safe
116289,safe
161676,safe
117318,safe
298936,very_close
259216,very_close
114347,safe
9658,close
135303,safe
98088,close
159635,safe
53244,close
203314,very_close
181293,safe
8959,close
194794,safe
215829,very_close
139778,safe
165770,safe
181143,safe
43400,close
89639,close
280606,very_close
8907,close
26133,close
140728,safe
122120,safe
187303,safe
248499,very_close
194248,safe
236588,very_close
186027,safe
81540,close
196452,safe
170022,safe
257255,very_close
78307,close
103553,safe
207524,very_close
19783,close
123531,safe
197139,safe
187107,safe
121629,safe
60323,close
268567,very_close
168599,safe
200955,very_close
171743,safe
147781,safe
31908,close
144829,safe
65,close
30002,close
233289,very_close
55194,close
74604,close
166392,safe
194936,safe
224497,very_close
210298,very_close
135179,safe
289042,very_close
132629,safe
172551,safe
115132,safe
103817,safe
28425,close
51230,close
30465,close
22481,close
138402,safe
39535,close
204130,very_close
52862,close
265109,very_close
200579,very_close
129810,safe
127591,safe
205050,very_close
99993,close
92901,close
94919,close
139592,safe
62921,close
233611,very_close
266934,very_close
197135,safe
299576,very_close
242728,very_close
4179,close
229891,very_close
137245,safe
205713,very_close
206644,very_close
291601,very_close
85930,close
212838,very_close
10484,close
9462,close
66325,close
235197,very_close
174694,safe
185799,safe
198502,safe
255912,very_close
125719,safe
142694,safe
299245,very_close
167429,safe
55807,close
273491,very_close
69978,close
294073,very_close
263176,very_close
148589,safe
273525,very_close
25375,close
139375,safe
212264,very_close
204536,very_close
234035,very_close
145763,safe
123177,safe
250667,very_close
55572,close
283438,very_close
109277,safe
231983,very_close
231914,very_close
219170,very_close
55181,close
252426,very_close
201065,very_close
100619,safe
153776,safe
101547,safe
106296,safe
260811,very_close
52852,close
23579,close
245580,very_close
97490,close
27107,close
234055,very_close
162404,safe
170466,safe
154705,safe
257138,very_close
108696,safe
253846,very_close
99549,close
48859,close
112350,safe
185951,safe
144069,safe
173602,safe
268202,very_close
219015,very_close
181300,safe
271098,very_close
140651,safe
124176,safe
18754,close
159795,safe
119603,safe
111121,safe
219111,very_close
253573,very_close
111268,safe
226282,very_close
160833,safe
226371,very_close
231848,very_close
34272,close
278746,very_close
193547,safe
38080,close
216403,very_close
161200,safe
50056,close
226469,very_close
224594,very_close
125351,safe
34287,close
25349,close
135422,safe
219518,very_close
68537,close
233279,very_close
108949,safe
183410,safe
174790,safe
48923,close
252503,very_close
224026,very_close
118470,safe
167361,safe
257298,very_close
248542,very_close
228903,very_close
12788,close
88341,close
174173,safe
205190,very_close
80217,close
158718,safe
261665,very_close
186827,safe
134083,safe
157946,safe
148379,safe
51185,close
243875,very_close
110912,safe
260173,very_close
241955,very_close
146807,safe
78550,close
144446,safe
55769,close
183704,safe
151729,safe
79152,close
293131,very_close
156272,safe
8753,close
251169,very_close
185261,safe
44612,close
186381,safe
215195,very_close
212308,very_close
253681,very_close
108325,safe
241218,very_close
235052,very_close
187086,safe
39845,close
203425,very_close
254655,very_close
69066,close
53589,close
155182,safe
82550,close
128026,safe
145222,safe
225231,very_close
246858,very_close
51199,close
292883,very_close
147448,safe
153290,safe
153328,safe
116572,safe
111051,safe
205345,very_close
94341,close
61361,close
66012,close
144756,safe
57386,close
184521,safe
29363,close
